         n   time, ms     sample       mean        RMS    H1, abs              H1, deg              H2, abs    H3, abs    H5, abs
       840   199.1667    70.4698    -0.0289    51.5843    51.5508             118.5387               0.2860     0.7198     1.5788
       841   200.0000    64.7564    -0.0542    51.5523    51.5193             118.5577               0.3045     0.7163     1.5598
       842   200.8333    52.7993    -0.0828    51.5228    51.4901             118.5887               0.3099     0.7434     1.5211
       843   201.6667    36.9602    -0.1087    51.5041    51.4710             118.6236               0.3002     0.7800     1.5228
       844   202.5000    18.0170    -0.1335    51.4953    51.4611             118.6609               0.2780     0.8058     1.5571
       845   203.3333    -0.2758    -0.1559    51.4953    51.4604             118.6962               0.2493     0.8084     1.5714
       846   204.1667   -15.2805    -0.1782    51.5018    51.4679             118.7304               0.2177     0.7887     1.5482
       847   205.0000   -31.3246    -0.1927    51.5105    51.4777             118.7504               0.2011     0.7685     1.5309
       848   205.8333   -50.1759    -0.1962    51.5140    51.4812             118.7544               0.1993     0.7645     1.5324
       849   206.6667   -64.7140    -0.1703    51.4812    51.4498             118.7332               0.1970     0.7701     1.4957
       850   207.5000   -69.9889    -0.1320    51.4288    51.3978             118.7163               0.1779     0.7405     1.4849
       851   208.3333   -71.0779    -0.0966    51.3796    51.3478             118.7150               0.1486     0.6920     1.5301
       852   209.1667   -70.5546    -0.0636    51.3340    51.3025             118.7274               0.1116     0.6522     1.5604
       853   210.0000   -64.8554    -0.0295    51.2906    51.2601             118.7534               0.0659     0.6434     1.5339
       854   210.8333   -52.8417    -0.0065    51.2668    51.2366             118.7785               0.0336     0.6634     1.5029
       855   211.6667   -37.0168    -0.0009    51.2627    51.2325             118.7861               0.0281     0.6713     1.5034
       856   212.5000   -18.1654    -0.0091    51.2656    51.2358             118.7735               0.0321     0.6622     1.4919
       857   213.3333     0.1556    -0.0150    51.2656    51.2360             118.7642               0.0332     0.6615     1.4882
       858   214.1667    15.1249    -0.0200    51.2641    51.2343             118.7565               0.0321     0.6661     1.4935
       859   215.0000    31.2115    -0.0274    51.2596    51.2293             118.7463               0.0278     0.6765     1.5022
       860   215.8333    49.9850    -0.0404    51.2469    51.2166             118.7315               0.0199     0.6905     1.4965
       861   216.6667    64.6857    -0.0457    51.2402    51.2102             118.7271               0.0169     0.6912     1.4890
       862   217.5000    70.0031    -0.0457    51.2402    51.2102             118.7271               0.0169     0.6912     1.4890
       863   218.3333    71.0072    -0.0457    51.2402    51.2102             118.7271               0.0169     0.6912     1.4890
       864   219.1667    70.5263    -0.0433    51.2435    51.2134             118.7263               0.0202     0.6938     1.4868
       865   220.0000    64.9261    -0.0362    51.2524    51.2222             118.7209               0.0286     0.6949     1.4922
       866   220.8333    53.0185    -0.0271    51.2618    51.2315             118.7109               0.0373     0.6869     1.5045
       867   221.6667    37.2006    -0.0171    51.2691    51.2389             118.6974               0.0442     0.6729     1.5039
       868   222.5000    18.2503    -0.0074    51.2725    51.2427             118.6826               0.0480     0.6620     1.4904
       869   223.3333    -0.1273    -0.0012    51.2725    51.2430             118.6728               0.0479     0.6610     1.4864
       870   224.1667   -15.0966     0.0065    51.2702    51.2404             118.6611               0.0443     0.6678     1.4944
       871   225.0000   -31.1903     0.0121    51.2668    51.2366             118.6533               0.0394     0.6757     1.5011
       872   225.8333   -49.9921     0.0197    51.2593    51.2291             118.6445               0.0300     0.6841     1.4978
       873   226.6667   -64.5725     0.0256    51.2519    51.2220             118.6397               0.0217     0.6850     1.4895
       874   227.5000   -69.8758     0.0304    51.2455    51.2156             118.6376               0.0158     0.6809     1.4880
       875   228.3333   -70.9223     0.0368    51.2365    51.2064             118.6373               0.0142     0.6718     1.4962
       876   229.1667   -70.4273     0.0421    51.2292    51.1991             118.6393               0.0197     0.6659     1.5012
       877   230.0000   -64.8130     0.0439    51.2269    51.1970             118.6407               0.0222     0.6656     1.4999
       878   230.8333   -52.9195     0.0407    51.2303    51.2003             118.6371               0.0182     0.6628     1.5043
       879   231.6667   -37.0663     0.0386    51.2318    51.2018             118.6343               0.0170     0.6599     1.5041
       880   232.5000   -18.2998     0.0330    51.2338    51.2040             118.6258               0.0201     0.6537     1.4964
       881   233.3333     0.0636     0.0292    51.2338    51.2042             118.6198               0.0251     0.6531     1.4939
       882   234.1667    15.0966     0.0280    51.2334    51.2038             118.6179               0.0267     0.6541     1.4951
       883   235.0000    32.5550     0.0840    51.2682    51.2417             118.6956               0.0606     0.5754     1.4289
       884   235.8333    52.9902     0.2092    51.3938    51.3642             118.8385               0.2364     0.4499     1.4962
       885   236.6667    67.7828     0.3382    51.5599    51.5205             118.9435               0.4013     0.5066     1.6760
       886   237.5000    72.2092     0.4302    51.6865    51.6454             118.9834               0.4964     0.6322     1.6937
       887   238.3333    73.4962     0.5339    51.8313    51.7921             118.9863               0.5687     0.7609     1.5620
       888   239.1667    73.5810     0.6611    52.0079    51.9667             118.9383               0.6147     0.8374     1.4470
       889   240.0000    67.1747     0.7548    52.1268    52.0827             118.8678               0.6131     0.8153     1.5322
       890   240.8333    53.9943     0.7955    52.1685    52.1242             118.8240               0.5916     0.7720     1.5837
       891   241.6667    37.8512     0.8226    52.1880    52.1441             118.7879               0.5631     0.7337     1.5768
       892   242.5000    18.5331     0.8344    52.1921    52.1487             118.7703               0.5468     0.7226     1.5602
       893   243.3333    -0.9051     0.8020    52.1924    52.1477             118.8207               0.5909     0.7213     1.5768
       894   244.1667   -17.0836     0.7192    52.2180    52.1758             118.9455               0.6785     0.6442     1.4850
       895   245.0000   -34.0611     0.5996    52.2926    52.2579             119.1078               0.7578     0.4771     1.3504
       896   245.8333   -53.3225     0.4608    52.4295    52.3947             119.2619               0.7952     0.3348     1.4426
       897   246.6667   -67.9383     0.3206    52.6065    52.5653             119.3724               0.7786     0.4154     1.6338
       898   247.5000   -73.1426     0.1844    52.7912    52.7507             119.4287               0.7104     0.6067     1.6466
       899   248.3333   -74.4720     0.0365    52.9945    52.9598             119.4310               0.5860     0.7792     1.4550
       900   249.1667   -73.8921    -0.1078    53.1907    53.1576             119.3762               0.4250     0.8556     1.3321
       901   250.0000   -67.5565    -0.2221    53.3327    53.2985             119.2909               0.2730     0.8243     1.4442
       902   250.8333   -54.6590    -0.2946    53.4058    53.3719             119.2141               0.1711     0.7478     1.5328
       903   251.6667   -38.0845    -0.3371    53.4356    53.4027             119.1588               0.1292     0.6878     1.5191
       904   252.5000   -18.6604    -0.3521    53.4408    53.4085             119.1368               0.1289     0.6732     1.4979
       905   253.3333     0.4738    -0.3350    53.4409    53.4081             119.1628               0.1171     0.6727     1.5055
       906   254.1667    16.8149    -0.2634    53.4623    53.4330             119.2680               0.0691     0.6054     1.4226
       907   255.0000    34.1813    -0.1956    53.5045    53.4799             119.3576               0.0918     0.5103     1.3493
       908   255.8333    53.5488    -0.1723    53.5277    53.5029             119.3828               0.1062     0.4844     1.3643
       909   256.6667    67.8959    -0.1676    53.5337    53.5086             119.3864               0.1069     0.4838     1.3708
       910   257.5000    72.9163    -0.1382    53.5736    53.5488             119.3984               0.0989     0.5116     1.3731
       911   258.3333    74.3164    -0.1040    53.6207    53.5971             119.3990               0.0862     0.5599     1.3276
       912   259.1667    73.6942    -0.0993    53.6272    53.6036             119.3972               0.0831     0.5648     1.3238
       913   260.0000    67.2737    -0.0952    53.6324    53.6086             119.3941               0.0783     0.5650     1.3276
       914   260.8333    54.5176    -0.0734    53.6544    53.6307             119.3711               0.0477     0.5445     1.3554
       915   261.6667    37.9502    -0.0692    53.6573    53.6337             119.3657               0.0423     0.5387     1.3544
       916   262.5000    18.4129    -0.0742    53.6556    53.6317             119.3730               0.0470     0.5441     1.3615
       917   263.3333    -0.7000    -0.0657    53.6555    53.6319             119.3601               0.0455     0.5432     1.3574
       918   264.1667   -16.9775    -0.0613    53.6541    53.6303             119.3536               0.0489     0.5473     1.3625
       919   265.0000   -34.3581    -0.0736    53.6620    53.6389             119.3699               0.0336     0.5298     1.3492
       920   265.8333   -53.6902    -0.0890    53.6772    53.6541             119.3865               0.0121     0.5138     1.3589
       921   266.6667   -67.9101    -0.0878    53.6758    53.6526             119.3856               0.0138     0.5139     1.3572
       922   267.5000   -73.0153    -0.0825    53.6685    53.6454             119.3834               0.0199     0.5088     1.3568
       923   268.3333   -74.5568    -0.0860    53.6734    53.6504             119.3835               0.0178     0.5138     1.3521
       924   269.1667   -73.9487    -0.0884    53.6767    53.6536             119.3826               0.0188     0.5163     1.3503
       925   270.0000   -67.4009    -0.0819    53.6685    53.6457             119.3874               0.0128     0.5159     1.3441
       926   270.8333   -54.5883    -0.0790    53.6655    53.6427             119.3905               0.0096     0.5187     1.3404
       927   271.6667   -38.1552    -0.0819    53.6676    53.6448             119.3867               0.0136     0.5145     1.3396
       928   272.5000   -18.5685    -0.0781    53.6663    53.6433             119.3922               0.0086     0.5185     1.3450
       929   273.3333     0.5233    -0.0760    53.6663    53.6433             119.3954               0.0076     0.5186     1.3459
       930   274.1667    16.7654    -0.0781    53.6657    53.6426             119.3923               0.0072     0.5206     1.3483
       931   275.0000    34.1459    -0.0795    53.6647    53.6416             119.3904               0.0066     0.5227     1.3499
       932   275.8333    53.6195    -0.0766    53.6677    53.6445             119.3936               0.0098     0.5196     1.3518
       933   276.6667    67.9101    -0.0760    53.6684    53.6452             119.3940               0.0106     0.5196     1.3526
       934   277.5000    73.0012    -0.0725    53.6732    53.6500             119.3955               0.0152     0.5230     1.3529
       935   278.3333    74.5144    -0.0642    53.6847    53.6617             119.3956               0.0244     0.5347     1.3418
       936   279.1667    73.9629    -0.0530    53.7001    53.6770             119.3914               0.0354     0.5463     1.3331
       937   280.0000    67.4575    -0.0454    53.7097    53.6865             119.3857               0.0410     0.5468     1.3404
       938   280.8333    54.7085    -0.0374    53.7178    53.6945             119.3773               0.0441     0.5395     1.3504
       939   281.6667    38.2896    -0.0233    53.7278    53.7047             119.3590               0.0460     0.5195     1.3463
       940   282.5000    18.6463    -0.0135    53.7312    53.7084             119.3448               0.0453     0.5091     1.3326
       941   283.3333    -0.5515    -0.0074    53.7311    53.7085             119.3355               0.0424     0.5086     1.3298
       942   284.1667   -16.8502    -0.0021    53.7294    53.7066             119.3278               0.0376     0.5137     1.3361
       943   285.0000   -34.2944     0.0006    53.7277    53.7048             119.3243               0.0342     0.5175     1.3389
       944   285.8333   -53.6761     0.0012    53.7271    53.7042             119.3236               0.0334     0.5181     1.3385
       945   286.6667   -67.9101     0.0012    53.7271    53.7042             119.3236               0.0334     0.5181     1.3385
       946   287.5000   -72.9870     0.0024    53.7255    53.7026             119.3232               0.0327     0.5169     1.3384
       947   288.3333   -74.5568     0.0024    53.7255    53.7026             119.3232               0.0327     0.5169     1.3384
       948   289.1667   -74.0053     0.0000    53.7288    53.7058             119.3223               0.0309     0.5194     1.3366
       949   290.0000   -67.4434    -0.0018    53.7310    53.7080             119.3210               0.0287     0.5195     1.3383
       950   290.8333   -54.5953    -0.0021    53.7313    53.7083             119.3207               0.0283     0.5192     1.3386
       951   291.6667   -38.0704     0.0015    53.7288    53.7058             119.3252               0.0328     0.5242     1.3397
       952   292.5000   -18.5473     0.0024    53.7285    53.7054             119.3265               0.0336     0.5251     1.3409
       953   293.3333     0.5303     0.0027    53.7285    53.7054             119.3270               0.0336     0.5252     1.3410
       954   294.1667    16.7654     0.0027    53.7285    53.7054             119.3270               0.0336     0.5252     1.3410
       955   295.0000    34.1459     0.0027    53.7285    53.7054             119.3270               0.0336     0.5252     1.3410
       956   295.8333    53.5630     0.0003    53.7261    53.7031             119.3244               0.0369     0.5276     1.3395
       957   296.6667    67.7404    -0.0068    53.7172    53.6945             119.3190               0.0463     0.5283     1.3297
       958   297.5000    72.7042    -0.0191    53.7004    53.6777             119.3139               0.0596     0.5170     1.3290
       959   298.3333    74.2598    -0.0298    53.6857    53.6627             119.3137               0.0673     0.5021     1.3433
       960   299.1667    73.8073    -0.0362    53.6768    53.6538             119.3162               0.0690     0.4950     1.3482
       961   300.0000    67.3161    -0.0421    53.6694    53.6465             119.3205               0.0672     0.4943     1.3426
       962   300.8333    54.5812    -0.0474    53.6640    53.6411             119.3261               0.0628     0.4993     1.3359
       963   301.6667    38.1764    -0.0521    53.6606    53.6377             119.3322               0.0569     0.5059     1.3374
       964   302.5000    18.5897    -0.0545    53.6598    53.6368             119.3357               0.0536     0.5084     1.3407
       965   303.3333    -0.5091    -0.0527    53.6598    53.6369             119.3330               0.0557     0.5083     1.3400
       966   304.1667   -16.7512    -0.0486    53.6585    53.6354             119.3270               0.0589     0.5122     1.3449
       967   305.0000   -34.1247    -0.0415    53.6540    53.6305             119.3177               0.0607     0.5221     1.3522
       968   305.8333   -53.5417    -0.0359    53.6484    53.6250             119.3116               0.0592     0.5280     1.3486
       969   306.6667   -67.7828    -0.0306    53.6417    53.6185             119.3075               0.0549     0.5286     1.3412
       970   307.5000   -72.8739    -0.0259    53.6353    53.6121             119.3056               0.0492     0.5242     1.3410
       971   308.3333   -74.4295    -0.0206    53.6279    53.6046             119.3055               0.0417     0.5168     1.3482
       972   309.1667   -73.9770    -0.0194    53.6263    53.6030             119.3059               0.0402     0.5155     1.3490
       973   310.0000   -67.5282    -0.0230    53.6307    53.6074             119.3033               0.0431     0.5159     1.3524
       974   310.8333   -54.7933    -0.0312    53.6392    53.6157             119.2946               0.0461     0.5086     1.3628
       975   311.6667   -38.3249    -0.0418    53.6467    53.6234             119.2808               0.0464     0.4937     1.3595
       976   312.5000   -18.8443    -0.0542    53.6510    53.6281             119.2628               0.0438     0.4801     1.3420
       977   313.3333     0.2546    -0.0657    53.6509    53.6283             119.2455               0.0392     0.4789     1.3371
       978   314.1667    16.5250    -0.0757    53.6478    53.6248             119.2308               0.0330     0.4884     1.3492
       979   315.0000    33.9126    -0.0854    53.6417    53.6181             119.2180               0.0252     0.5021     1.3592
       980   315.8333    53.4145    -0.0916    53.6355    53.6120             119.2113               0.0190     0.5086     1.3552
       981   316.6667    67.7686    -0.0904    53.6370    53.6135             119.2122               0.0206     0.5085     1.3568
       982   317.5000    72.8881    -0.0828    53.6474    53.6239             119.2153               0.0313     0.5159     1.3573
       983   318.3333    74.4013    -0.0769    53.6555    53.6322             119.2155               0.0384     0.5242     1.3494
       984   319.1667    73.9204    -0.0722    53.6620    53.6387             119.2137               0.0423     0.5291     1.3457
       985   320.0000    67.5282    -0.0633    53.6731    53.6496             119.2072               0.0461     0.5297     1.3542
       986   320.8333    54.8216    -0.0533    53.6833    53.6597             119.1967               0.0470     0.5204     1.3667
       987   321.6667    38.4381    -0.0424    53.6911    53.6676             119.1825               0.0449     0.5050     1.3636
       988   322.5000    18.8584    -0.0312    53.6950    53.6720             119.1663               0.0399     0.4930     1.3478
       989   323.3333    -0.2404    -0.0200    53.6949    53.6722             119.1494               0.0327     0.4923     1.3428
       990   324.1667   -16.5108    -0.0100    53.6918    53.6687             119.1347               0.0247     0.5021     1.3548
       991   325.0000   -33.9480    -0.0026    53.6872    53.6637             119.1250               0.0177     0.5125     1.3624
       992   325.8333   -53.3791     0.0041    53.6804    53.6570             119.1176               0.0106     0.5194     1.3581
       993   326.6667   -67.7404     0.0059    53.6782    53.6549             119.1163               0.0084     0.5195     1.3556
       994   327.5000   -72.9446     0.0030    53.6822    53.6589             119.1175               0.0126     0.5223     1.3559
       995   328.3333   -74.5710    -0.0029    53.6904    53.6672             119.1176               0.0203     0.5307     1.3480
       996   329.1667   -74.1184    -0.0088    53.6985    53.6753             119.1154               0.0268     0.5367     1.3434
       997   330.0000   -67.7121    -0.0165    53.7082    53.6847             119.1098               0.0331     0.5372     1.3507
       998   330.8333   -54.9560    -0.0233    53.7151    53.6916             119.1027               0.0366     0.5308     1.3592
       999   331.6667   -38.6078    -0.0351    53.7235    53.7002             119.0874               0.0398     0.5142     1.3558
      1000   332.5000   -19.0917    -0.0454    53.7272    53.7042             119.0725               0.0407     0.5033     1.3413
